Hello World.
 My results:
0.5000000000	 0.000000e+00
0.5000100000	 -9.480253e-16
0.5000200000	 -1.896138e-15
0.5000300000	 -2.844336e-15
0.5000400000	 -3.792617e-15
0.5000500000	 -4.740981e-15
0.5000600000	 -5.689426e-15
0.5000700000	 -6.637949e-15
0.5000800000	 -7.586550e-15
0.5000900000	 -8.535226e-15
0.5001000000	 -9.483976e-15
0.5001100000	 -1.043280e-14
0.5001200000	 -1.138169e-14
0.5001300000	 -1.233065e-14
0.5001400000	 -1.327968e-14
0.5001500000	 -1.422878e-14
0.5001600000	 -1.517793e-14
0.5001700000	 -1.612716e-14
0.5001800000	 -1.707644e-14
0.5001900000	 -1.802578e-14
0.5002000000	 -1.897518e-14
0.5002100000	 -1.992463e-14
0.5002200000	 -2.087414e-14
0.5002300000	 -2.182370e-14
0.5002400000	 -2.277331e-14
0.5002500000	 -2.372297e-14
0.5002600000	 -2.467268e-14
0.5002700000	 -2.562243e-14
0.5002800000	 -2.657223e-14
0.5002900000	 -2.752208e-14
0.5003000000	 -2.847196e-14
0.5003100000	 -2.942188e-14
0.5003200000	 -3.037184e-14
0.5003300000	 -3.132184e-14
0.5003400000	 -3.227187e-14
0.5003500000	 -3.322193e-14
0.5003600000	 -3.417203e-14
0.5003700000	 -3.512215e-14
0.5003800000	 -3.607231e-14
0.5003900000	 -3.702249e-14
0.5004000000	 -3.797270e-14
0.5004100000	 -3.892292e-14
0.5004200000	 -3.987318e-14
0.5004300000	 -4.082345e-14
0.5004400000	 -4.177374e-14
0.5004500000	 -4.272404e-14
0.5004600000	 -4.367437e-14
0.5004700000	 -4.462470e-14
0.5004800000	 -4.557505e-14
0.5004900000	 -4.652541e-14
0.5005000000	 -4.747578e-14
0.5005100000	 -4.842616e-14
0.5005200000	 -4.937654e-14
0.5005300000	 -5.032693e-14
0.5005400000	 -5.127732e-14
0.5005500000	 -5.222771e-14
0.5005600000	 -5.317810e-14
0.5005700000	 -5.412849e-14
0.5005800000	 -5.507888e-14
0.5005900000	 -5.602926e-14
0.5006000000	 -5.697963e-14
0.5006100000	 -5.793000e-14
0.5006200000	 -5.888035e-14
0.5006300000	 -5.983070e-14
0.5006400000	 -6.078103e-14
0.5006500000	 -6.173135e-14
0.5006600000	 -6.268165e-14
0.5006700000	 -6.363194e-14
0.5006800000	 -6.458221e-14
0.5006900000	 -6.553245e-14
0.5007000000	 -6.648268e-14
0.5007100000	 -6.743288e-14
